replicate,delta_C
533,-0.0673734610123119
534,-0.04123711340206193
535,0.02028714107365792
536,-0.017787839586028475
537,-0.02823315118397085
538,-0.048913043478260865
539,-0.02185960591133007
540,-0.036593059936908534
541,0.007536041939711691
542,-0.008254716981132115
543,-0.02220013253810471
544,-0.03209109730848858
545,-0.035957842529448225
546,-0.019640479360852225
547,-0.00029868578255676237
548,-0.018430034129692907
549,-0.05297580117723999
550,0.013024142312579423
551,-0.03097622027534419
552,-0.024746571258199235
553,-0.03810623556581988
554,-0.023659305993690816
555,0.00030048076923083755
556,-0.012016021361815787
557,-0.03406998158379371
558,-0.029585798816568087
559,0.008888888888888835
560,-0.024822695035460973
561,-0.006455777921239525
562,-0.0027206771463119672
563,0.0012515644555695093
564,0.011852776044915747
565,-0.02396844660194175
566,-0.024163568773234112
567,-0.018944099378881973
568,-0.033950617283950546
569,-0.05156250000000007
570,-0.007116336633663289
571,-0.026315789473684292
572,-0.014814814814814836
573,-0.028672680412371143
574,-0.03178484107579471
575,-0.029705882352941138
576,-0.024954900781719802
577,-0.043491484184914886
578,-0.009501187648456089
579,-0.046242774566474076
580,-0.043269230769230727
581,-0.02819083023543989
582,-0.05577047066408769
583,-0.03694427050720106
584,0.03641370869033045
585,-0.029528865295288642
586,-0.011926605504587129
587,-0.03441429516876238
588,0.00672371638141811
589,-0.0018703241895262623
590,0.0009299442033477989
591,-0.05372945638432369
592,-0.015706806282722474
593,-0.05555555555555558
594,-0.046992481203007475
595,-0.0572784810126582
596,-0.01655629139072845
597,-0.024059222702035754
598,-0.02499999999999991
599,-0.06024096385542166
600,-0.043761638733705754
601,-0.013398294762484775
602,-0.010025873221216064
603,-0.005651595744680882
604,-0.028423772609819098
605,-0.02638112973308504
606,0.021943573667711602
607,-0.057975460122699385
608,-0.060182173064411204
609,0.0017543859649122862
610,-0.0064667842445620405
611,-0.030066145520144305
612,-0.001175088131609825
613,-0.028527607361963137
614,-0.0167297979797979
615,-0.054840686274509776
616,0.023017902813299185
617,-0.015198511166253037
618,0.00751633986928113
619,-0.046963055729492775
620,-0.03611809045226122
621,-0.012788521522146046
622,-0.04692355500310752
623,-0.029546946815495745
624,-0.02083333333333337
625,-0.06272727272727274
626,-0.00792682926829269
627,-0.05003126954346471
628,-0.04156626506024097
629,-0.00698663426488455
630,-0.04210526315789476
631,-0.024397972116603328
632,-0.034149484536082464
633,-0.0280316879951249
634,-0.06293485135989874
635,-0.02408111533586821
636,-0.0326797385620915
637,-0.049496147006520386
638,0.003597122302158251
639,-0.03383233532934127
640,-0.018915510718789386
641,-0.05015873015873018
642,-0.035037878787878785
643,-0.0005988023952095967
644,-0.006796690307328546
645,0.003207184092366866
646,-0.018122400475341638
647,-0.019127316198445876
648,-0.06857694784288482
649,-0.013392857142857095
650,-0.012876884422110546
651,-0.0067985166872682745
652,-0.003951367781155013
653,-0.02079002079002079
654,-0.0025542784163474774
655,-0.009292565947242148
656,-0.017737003058103995
657,-0.04050711193568335
658,-0.04388133498145863
659,0.00545454545454549
660,-0.023298589822194904
661,-0.019267822736030782
662,-0.03824091778202676
663,-0.05312499999999998
664,-0.0018226002430132837
665,-0.021337579617834446
666,0.0
667,-0.032107231920199486
668,0.016233766233766267
669,-0.0274135876042908
670,-0.03972422849638868
671,-0.0037974683544304
672,-0.04861982434127987
673,-0.03804673457159968
674,-0.006670709520921747
675,0.0021984924623115187
676,-0.04864048338368576
677,-0.046618516086671
678,-0.057888040712468114
679,-0.03638497652582162
680,-0.017292784734645128
681,-0.004519044544867623
682,-0.0434782608695653
683,-0.037083595223130095
684,-0.036002482929857194
685,-0.03154278575890068
686,-0.030536705737199354
687,-0.04280279010779953
688,0.0025445292620864812
689,-0.007575757575757569
690,0.006824925816023675
691,-0.009720534629404698
692,-0.05273698264352478
693,0.029392764857881115
694,-0.0033721643163703297
695,-0.007138221933809197
696,-0.03119376124775053
697,-0.03966789667896675
698,-0.04708097928436916
699,-0.04345165238678095
700,-0.061158100195185416
701,-0.0038782816229117056
702,-0.026613439787092408
703,0.0006042296072508169
704,-0.017888563049853423
705,0.018034825870646753
706,-0.05277280858676203
707,-0.03497332542975695
708,-0.016170763260025867
709,-0.016727493917275016
710,-0.05816326530612248
711,-0.046040515653775316
712,0.014640356460852932
713,-0.04450583179864942
714,-0.03746928746928746
